id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-0346,PFOA,not extracted,not extracted,single chemical,Perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid were the most frequently detected PFAS in maternal blood.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between prenatal exposure to perfluoroalkyl and polyfluoroalkyl substances and the incidence of infant and childhood respiratory infections: A systematic review.,high,pending,
chem-0347,PFOA,not extracted,not extracted,single chemical,Two PFAS (PFOA and PFOS) and 16 trace elements were highly detected in the MOMI pilot study sample.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",An assessment of maternal concentrations of per- and polyfluoroalkyl substances (PFAS) and trace elements during the second trimester of pregnancy in western Pennsylvania.,high,pending,
chem-0348,PFOS,not extracted,not extracted,single chemical,Two PFAS (PFOA and PFOS) and 16 trace elements were highly detected in the MOMI pilot study sample.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",An assessment of maternal concentrations of per- and polyfluoroalkyl substances (PFAS) and trace elements during the second trimester of pregnancy in western Pennsylvania.,high,pending,
chem-0349,PFAS,not extracted,not extracted,chemical class,"TITLE: Modifying effects of vitamin D on associations between per- and polyfluoroalkyl substances exposure and risk of gestational diabetes mellitus: A prospective cohort study in Beijing, China Epidemiology studies suggested that exposure to Per- and Polyfluoroalkyl Substances (PFAS) might elevate the incidence of Gestational Diabetes Mellitus (GDM), but no study considered the modifying roles of vitamin D, an important nutrient related to GDM development.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Modifying effects of vitamin D on associations between per- and polyfluoroalkyl substances exposure and risk of gestational diabetes mellitus: A prospective cohort study in Beijing, China.",medium,pending,
chem-0350,mercury,not extracted,not extracted,metal,"We developed an application of mass cytometry to analyze single-cell/metal binding and found, for example, increased levels of mercury in dead cells and cadmium in the live and dead cell populations.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Immune impacts of fire smoke exposure.,high,pending,
chem-0351,cadmium,not extracted,not extracted,metal,"We developed an application of mass cytometry to analyze single-cell/metal binding and found, for example, increased levels of mercury in dead cells and cadmium in the live and dead cell populations.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Immune impacts of fire smoke exposure.,high,pending,
chem-0352,PFAS,not extracted,not extracted,chemical class,"TITLE: Epigenetic Consequences of In Utero PFAS Exposure: Implications for Development and Long-Term Health In utero exposure to per- and polyfluoroalkyl substances (PFAS) presents significant health concerns, primarily through their role in inducing epigenetic modifications that have lasting consequences.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Epigenetic Consequences of In Utero PFAS Exposure: Implications for Development and Long-Term Health.,medium,pending,
chem-0353,PFAS,not extracted,not extracted,chemical class,"TITLE: Combined Effect of Metals, PFAS, Phthalates, and Plasticizers on Cardiovascular Disease Risk This study assessed the relationship between environmental chemical mixtures-including metals, per- and polyfluoroalkyl substances (PFAS), phthalates, and plasticizers-and key cardiovascular health markers using data from the 2013-2014 National Health and Nutrition Examination Survey (NHANES).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Combined Effect of Metals, PFAS, Phthalates, and Plasticizers on Cardiovascular Disease Risk.",medium,pending,
chem-0354,phthalates,not extracted,not extracted,chemical class,"TITLE: Combined Effect of Metals, PFAS, Phthalates, and Plasticizers on Cardiovascular Disease Risk This study assessed the relationship between environmental chemical mixtures-including metals, per- and polyfluoroalkyl substances (PFAS), phthalates, and plasticizers-and key cardiovascular health markers using data from the 2013-2014 National Health and Nutrition Examination Survey (NHANES).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Combined Effect of Metals, PFAS, Phthalates, and Plasticizers on Cardiovascular Disease Risk.",high,pending,
chem-0355,PFHxS,not extracted,not extracted,single chemical,"Six PFAS (PFOA, PFOS, PFNA, PFBS, PFHxS and PFHxA) were measured in maternal urine samples using liquid chromatography-mass spectrometry (LC-MS/MS).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The relationship between prenatal perfluorine and polyfluoroalkyl substances (PFAS) exposure and infant neurodevelopment: Modifying effects of DHA revised.,high,pending,
chem-0356,PFOA,not extracted,not extracted,single chemical,"Six PFAS (PFOA, PFOS, PFNA, PFBS, PFHxS and PFHxA) were measured in maternal urine samples using liquid chromatography-mass spectrometry (LC-MS/MS).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The relationship between prenatal perfluorine and polyfluoroalkyl substances (PFAS) exposure and infant neurodevelopment: Modifying effects of DHA revised.,high,pending,
chem-0357,PFOS,not extracted,not extracted,single chemical,"Six PFAS (PFOA, PFOS, PFNA, PFBS, PFHxS and PFHxA) were measured in maternal urine samples using liquid chromatography-mass spectrometry (LC-MS/MS).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The relationship between prenatal perfluorine and polyfluoroalkyl substances (PFAS) exposure and infant neurodevelopment: Modifying effects of DHA revised.,high,pending,
chem-0358,PFBS,not extracted,not extracted,single chemical,"Six PFAS (PFOA, PFOS, PFNA, PFBS, PFHxS and PFHxA) were measured in maternal urine samples using liquid chromatography-mass spectrometry (LC-MS/MS).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",The relationship between prenatal perfluorine and polyfluoroalkyl substances (PFAS) exposure and infant neurodevelopment: Modifying effects of DHA revised.,high,pending,
chem-0359,PFBS,not extracted,not extracted,single chemical,"The findings showed that prenatal exposure to perfluorobutanesulfonic acid (PFBS), an emerging PFAS, was associated with decreased odds of being in the ""Rapid Growth"" group of AGD (OR = 0.44, 95 % CI: 0.20-0.98) among boys.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of prenatal exposure to legacy and emerging PFAS with anogenital distance growth trajectories during early childhood: A prospective cohort study.,high,pending,
chem-0360,PFHxS,not extracted,not extracted,single chemical,"Perfluorohexane sulfonic acid (PFHxS), perfluorotridecanoic acid (PFTrDA), perfluorododecanoic acid (PFDoDA) exposure in the highest tertile, and perfluorohexanoic acid (PFHxA) in the medium tertile were associated with the higher odds of being in the AGD ""Rapid Growth"" trajectory among girls, and the corresponding ORs were 2.98 (95 % CI: 0.97-9.19), 3.16 (95 % CI: 1.08-9.28), 3.27 (95 % CI: 0.99-10.81), and 3.60 (95 % CI: 1.05-12.28), respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Associations of prenatal exposure to legacy and emerging PFAS with anogenital distance growth trajectories during early childhood: A prospective cohort study.,high,pending,
chem-0361,PFAS,not extracted,not extracted,chemical class,"BACKGROUND: Prenatal per- and polyfluoroalkyl substance (PFAS) exposures may influence offspring blood pressure (BP), but long-term studies in diverse populations remain limited..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal Per- and Polyfluoroalkyl Substance Exposures and Longitudinal Blood Pressure Measurements in Children Aged 3 to 18 Years: Findings From a Racially and Ethnically Diverse US Birth Cohort.,medium,pending,
chem-0362,PFHxS,not extracted,not extracted,single chemical,"Maternal PFAS concentrations (PFOS, PFOA, PFNA, PFHXS and PFDA) were quantified in serum during the second trimester using high-performance liquid chromatography and tandem mass spectrometry.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",In utero per - and polyfluoroalkyl substances (PFAS) exposure and changes in infant T helper cell development among UPSIDE-ECHO cohort participants.,high,pending,
chem-0363,PFOA,not extracted,not extracted,single chemical,"Maternal PFAS concentrations (PFOS, PFOA, PFNA, PFHXS and PFDA) were quantified in serum during the second trimester using high-performance liquid chromatography and tandem mass spectrometry.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",In utero per - and polyfluoroalkyl substances (PFAS) exposure and changes in infant T helper cell development among UPSIDE-ECHO cohort participants.,high,pending,
chem-0364,PFOS,not extracted,not extracted,single chemical,"Maternal PFAS concentrations (PFOS, PFOA, PFNA, PFHXS and PFDA) were quantified in serum during the second trimester using high-performance liquid chromatography and tandem mass spectrometry.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",In utero per - and polyfluoroalkyl substances (PFAS) exposure and changes in infant T helper cell development among UPSIDE-ECHO cohort participants.,high,pending,
chem-0365,PFHxS,not extracted,not extracted,single chemical,"RESULTS: Prenatal exposure to PFOS (β = 0.074, 95 % CI: 0.033, 0.116), PFHxS (β = 0.062, 95 % CI: 0.012, 0.111), and PFBS (β = 0.023, 95 % CI: 0.001, 0.044) exhibited significant positive associations with enhanced VA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to polyfluoroalkyl substances and visual acuity in preschool children: Findings from the Guangxi Zhuang birth cohort in China.,high,pending,
chem-0366,PFOS,not extracted,not extracted,single chemical,"RESULTS: Prenatal exposure to PFOS (β = 0.074, 95 % CI: 0.033, 0.116), PFHxS (β = 0.062, 95 % CI: 0.012, 0.111), and PFBS (β = 0.023, 95 % CI: 0.001, 0.044) exhibited significant positive associations with enhanced VA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to polyfluoroalkyl substances and visual acuity in preschool children: Findings from the Guangxi Zhuang birth cohort in China.,high,pending,
chem-0367,PFBS,not extracted,not extracted,single chemical,"RESULTS: Prenatal exposure to PFOS (β = 0.074, 95 % CI: 0.033, 0.116), PFHxS (β = 0.062, 95 % CI: 0.012, 0.111), and PFBS (β = 0.023, 95 % CI: 0.001, 0.044) exhibited significant positive associations with enhanced VA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to polyfluoroalkyl substances and visual acuity in preschool children: Findings from the Guangxi Zhuang birth cohort in China.,high,pending,
chem-0368,PFHxS,not extracted,not extracted,single chemical,"The highest median concentrations were observed for PFOS (3.95 ng/mL), PFOA (1.02 ng/mL) and PFHxS (0.69 ng/mL).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Levels and determinants of exposure to perfluoroalkyl substances in French pregnant women from the SEPAGES cohort.,high,pending,
chem-0369,PFOA,not extracted,not extracted,single chemical,"The highest median concentrations were observed for PFOS (3.95 ng/mL), PFOA (1.02 ng/mL) and PFHxS (0.69 ng/mL).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Levels and determinants of exposure to perfluoroalkyl substances in French pregnant women from the SEPAGES cohort.,high,pending,
chem-0370,PFOS,not extracted,not extracted,single chemical,"The highest median concentrations were observed for PFOS (3.95 ng/mL), PFOA (1.02 ng/mL) and PFHxS (0.69 ng/mL).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Levels and determinants of exposure to perfluoroalkyl substances in French pregnant women from the SEPAGES cohort.,high,pending,
chem-0371,PFHxS,not extracted,not extracted,single chemical,"Despite the legacy PFAS, prenatal exposure to short-chain emerging PFAS, including perfluorohexane sulfonic acid (PFHxS, per log 10 unit: OR=2.91, 95 %CI=1.63-5.27) and perfluoropentanoic acid (PFPeA, per log 10 unit: OR=3.02, 95 %CI=1.50-6.31) were associated with higher SGA odds.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,85,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Accelerated placental aging mediated the association between prenatal exposure to per- and polyfluoroalkyl substances and small-for-gestational age newborns.,high,pending,
chem-0372,PFOA,not extracted,not extracted,single chemical,"Concentrations of PFAS [perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorohexanesulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluorodecanoic acid] were measured in maternal serum or plasma.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal per- and polyfluoroalkyl substance exposures and DNA methylation among newborns in the Environmental influences on Child Health Outcomes program.,high,pending,
chem-0373,PFHxS,not extracted,not extracted,single chemical,"Concentrations of PFAS [perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorohexanesulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluorodecanoic acid] were measured in maternal serum or plasma.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal per- and polyfluoroalkyl substance exposures and DNA methylation among newborns in the Environmental influences on Child Health Outcomes program.,high,pending,
chem-0374,PFOS,not extracted,not extracted,single chemical,"Concentrations of PFAS [perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorohexanesulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluorodecanoic acid] were measured in maternal serum or plasma.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal per- and polyfluoroalkyl substance exposures and DNA methylation among newborns in the Environmental influences on Child Health Outcomes program.,high,pending,
chem-0375,PFAS,not extracted,not extracted,chemical class,Coinciding emissions of per-and polyfluoroalkyl substances (PFAS) and microplastics (MPs) are also discussed as downstream outcomes of these environmental events.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Respiratory Health Impacts from Natural Disasters and Other Extreme Weather Events: The Role of Environmental Stressors on Asthma and Allergies.,medium,pending,
chem-0376,PFHxS,not extracted,not extracted,single chemical,"The most frequently detected PFAS were PFOS (88 %), followed by PFHxS (83 %), PFOA (83 %), PFBS (54 %) and PFHxA (54 %).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Per- and polyfluoroalkyl substances (PFAS) in placental compartments: Histopathological and toxicological data integration in an Italian cohort.,high,pending,
chem-0377,PFOA,not extracted,not extracted,single chemical,"The most frequently detected PFAS were PFOS (88 %), followed by PFHxS (83 %), PFOA (83 %), PFBS (54 %) and PFHxA (54 %).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Per- and polyfluoroalkyl substances (PFAS) in placental compartments: Histopathological and toxicological data integration in an Italian cohort.,high,pending,
chem-0378,PFOS,not extracted,not extracted,single chemical,"The most frequently detected PFAS were PFOS (88 %), followed by PFHxS (83 %), PFOA (83 %), PFBS (54 %) and PFHxA (54 %).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Per- and polyfluoroalkyl substances (PFAS) in placental compartments: Histopathological and toxicological data integration in an Italian cohort.,high,pending,
chem-0379,PFBS,not extracted,not extracted,single chemical,"The most frequently detected PFAS were PFOS (88 %), followed by PFHxS (83 %), PFOA (83 %), PFBS (54 %) and PFHxA (54 %).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Per- and polyfluoroalkyl substances (PFAS) in placental compartments: Histopathological and toxicological data integration in an Italian cohort.,high,pending,
chem-0380,PFHxS,not extracted,not extracted,single chemical,"RESULTS: Each two-fold increase in concentrations of PFHxS, PFOS, PFNA, PFDA, PFHpS, and Σ7PFAS were associated with up to 7% higher total and LDL cholesterol and the TC:HDL ratio.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Legacy, alternative, and precursor PFAS and associations with lipids and liver function biomarkers: results from a cross-sectional analysis of adult females in the MIREC-ENDO study.",high,pending,
chem-0381,PFOS,not extracted,not extracted,single chemical,"RESULTS: Each two-fold increase in concentrations of PFHxS, PFOS, PFNA, PFDA, PFHpS, and Σ7PFAS were associated with up to 7% higher total and LDL cholesterol and the TC:HDL ratio.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Legacy, alternative, and precursor PFAS and associations with lipids and liver function biomarkers: results from a cross-sectional analysis of adult females in the MIREC-ENDO study.",high,pending,
chem-0382,PFBS,not extracted,not extracted,single chemical,"Individuals with detectable concentrations of N-EtFOSA, N-MeFOSA, PFBS, and 9Cl-PF3ONS had up to 17% higher total and LDL cholesterol and TC:HDL.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Legacy, alternative, and precursor PFAS and associations with lipids and liver function biomarkers: results from a cross-sectional analysis of adult females in the MIREC-ENDO study.",high,pending,
chem-0383,PFAS,not extracted,not extracted,chemical class,TITLE: PFAS exposures and child growth: a longitudinal study from fetal life to early childhood..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",PFAS exposures and child growth: a longitudinal study from fetal life to early childhood.,medium,pending,
chem-0384,PFAS,not extracted,not extracted,chemical class,"This review synthesizes current evidence on how various environmental exposures influence vascular function and inflammation, with a focus on pollutants such as particulate matter and chemical toxins like bisphenols and per- and polyfluoroalkyl substances.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Environmental modulators of vascular physiology and inflammation.,medium,pending,
chem-0385,PFOA,not extracted,not extracted,single chemical,TITLE: Association between Perfluorooctanoic Acid-Related Poor Embryo Quality and Metabolite Alterations in Human Follicular Fluid during IVF: A Cohort Study..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between Perfluorooctanoic Acid-Related Poor Embryo Quality and Metabolite Alterations in Human Follicular Fluid during IVF: A Cohort Study.,high,pending,
chem-0386,PFAS,not extracted,not extracted,chemical class,"TITLE: Incidence of respiratory diseases associated with per- and polyfluoroalkyl substances (PFAS) in PM: New evidence from a population-based survey of Pearl River Delta (PRD), China.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,45,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Incidence of respiratory diseases associated with per- and polyfluoroalkyl substances (PFAS) in PM: New evidence from a population-based survey of Pearl River Delta (PRD), China. 2.5",medium,pending,
chem-0387,PFOA,not extracted,not extracted,single chemical,"In both cohorts, multiple PFAS were significantly associated with the relative abundance of specific microbiome taxa even after adjustment for covariates including maternal diet, age, race, BMI, and smoking; A total of 16 significant family-level associations were identified for ATL AA (e.g., PFOA with Clostridiaceae; natural log fold change = 0.94) and 13 significant family-level associations identified for MARCH e.g., PFOS with Desulfovibrionaceae; natural log fold change = -1.53 (p<0.05), but similarities between cohorts were lacking.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal PFAS exposure and outcomes related to maternal gut microbiome composition in later pregnancy.,high,pending,
chem-0388,PFOS,not extracted,not extracted,single chemical,"In both cohorts, multiple PFAS were significantly associated with the relative abundance of specific microbiome taxa even after adjustment for covariates including maternal diet, age, race, BMI, and smoking; A total of 16 significant family-level associations were identified for ATL AA (e.g., PFOA with Clostridiaceae; natural log fold change = 0.94) and 13 significant family-level associations identified for MARCH e.g., PFOS with Desulfovibrionaceae; natural log fold change = -1.53 (p<0.05), but similarities between cohorts were lacking.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal PFAS exposure and outcomes related to maternal gut microbiome composition in later pregnancy.,high,pending,
chem-0389,PFHxS,not extracted,not extracted,single chemical,"RESULTS: Six PFAS were detected in more than 70% of the maternal serum samples: PFOS, PFOA, PFBS, PFHxS, PFNA, and PFHxA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Individual and mixtures of PFAS during pregnancy are associated with maternal cardiometabolic outcomes during pregnancy.,high,pending,
chem-0390,PFOA,not extracted,not extracted,single chemical,"RESULTS: Six PFAS were detected in more than 70% of the maternal serum samples: PFOS, PFOA, PFBS, PFHxS, PFNA, and PFHxA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Individual and mixtures of PFAS during pregnancy are associated with maternal cardiometabolic outcomes during pregnancy.,high,pending,
chem-0391,PFOS,not extracted,not extracted,single chemical,"RESULTS: Six PFAS were detected in more than 70% of the maternal serum samples: PFOS, PFOA, PFBS, PFHxS, PFNA, and PFHxA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Individual and mixtures of PFAS during pregnancy are associated with maternal cardiometabolic outcomes during pregnancy.,high,pending,
chem-0392,PFBS,not extracted,not extracted,single chemical,"RESULTS: Six PFAS were detected in more than 70% of the maternal serum samples: PFOS, PFOA, PFBS, PFHxS, PFNA, and PFHxA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Individual and mixtures of PFAS during pregnancy are associated with maternal cardiometabolic outcomes during pregnancy.,high,pending,
chem-0393,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"Residents living within a 5-km radius of point source emissions from the oil and gas sector experience significant health impacts, particularly to naphthalene and other polycyclic aromatic hydrocarbons emitted during oil and gas production.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Assessing health risks and socioeconomic disparities associated with ambient air pollution and point sources across the United States.,high,pending,
chem-0394,PFOS,not extracted,not extracted,single chemical,"Oral administration of PFAS resulted in accumulation in serum and liver by postnatal day (PND) 21, especially for PFOS.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Mitigation of PFAS toxicity through sorbent treatment in Sprague-Dawley rats during prenatal and postnatal exposure.,high,pending,
chem-0395,PFAS,not extracted,not extracted,chemical class,"In blood or urine from 105 pregnant mothers, we quantified 42 biomarkers across 5 chemical classes: per- and polyfluoroalkyl substances (PFAS), parabens, phenols, phthalates, and organophosphate esters (OPEs).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposures to mixtures of multiple chemical classes and autism spectrum disorder in the MARBLES study.,medium,pending,
chem-0396,organophosphate esters,not extracted,not extracted,chemical class,"In blood or urine from 105 pregnant mothers, we quantified 42 biomarkers across 5 chemical classes: per- and polyfluoroalkyl substances (PFAS), parabens, phenols, phthalates, and organophosphate esters (OPEs).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposures to mixtures of multiple chemical classes and autism spectrum disorder in the MARBLES study.,high,pending,
chem-0397,BPA,not extracted,not extracted,single chemical,"RESULTS: We identified four distinct clusters: PFAS (Cluster 1), OPEs (Cluster 2), parabens and triclosan (Cluster 3), and phthalates and bisphenol A (Cluster 4).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposures to mixtures of multiple chemical classes and autism spectrum disorder in the MARBLES study.,high,pending,
chem-0398,phthalates,not extracted,not extracted,chemical class,"In blood or urine from 105 pregnant mothers, we quantified 42 biomarkers across 5 chemical classes: per- and polyfluoroalkyl substances (PFAS), parabens, phenols, phthalates, and organophosphate esters (OPEs).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposures to mixtures of multiple chemical classes and autism spectrum disorder in the MARBLES study.,high,pending,
chem-0399,PFHxS,not extracted,not extracted,single chemical,"The results showed that total bile acids (TBA) was negative associated with perfluorohexane sulfonic acid (PFHxS) (-7.69 %, 95 % CI: -12.15 %, -3.01 %).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between per- and polyfluoroalkyl substances with serum hepatobiliary system function biomarkers in patients with acute coronary syndrome.,high,pending,
chem-0400,mercury,not extracted,not extracted,metal,"Findings indicated that maternal residential exposure to PM-bound metals - including antimony, barium, beryllium, chromium, cobalt, manganese, mercury, vanadium, and zinc - during pregnancy were positively associated with NHS failure in offspring, showing aRRs ranging from 1.07 to 2.18.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Industrial air pollution and newborn hearing screening failure.,high,pending,
chem-0401,PFAS,not extracted,not extracted,chemical class,"Maternal concentrations of 32 environmental chemical exposures (i.e., phthalates, bisphenols, per- and polyfluoroalkyl substances (PFAS), metals, trace elements) measured during pregnancy and 11 sociodemographic factors, as well as measures of maternal mental health and urinary creatinine were entered into the machine learning pipeline.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Using machine learning to investigate the influence of the prenatal chemical exposome on neurodevelopment of young children.,medium,pending,
