article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 41285219,In vitro and in vivo thyroid hormone system disruption by perfluorooctane sulfonate (PFOS) and tetrabromobisphenol A (TBBPA).,PMID: 34626591,Exposure to air pollution is associated with congenital anomalies in the population born by in vitro fertilization.,0.5506,0.4494,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41285219,In vitro and in vivo thyroid hormone system disruption by perfluorooctane sulfonate (PFOS) and tetrabromobisphenol A (TBBPA).,PMID: 39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid hormone-related genes.,0.5166,0.4834,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41278247,"Assessing Air Quality and Health Benefits of Enhanced Management of Forests, Shrublands, and Grasslands Against Wildfires in California.",PMID: 31787180,Association of emergency room visits for respiratory diseases with sources of ambient PM. 2.5,0.8514,0.1486,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41278247,"Assessing Air Quality and Health Benefits of Enhanced Management of Forests, Shrublands, and Grasslands Against Wildfires in California.",PMID: 31485825,Environmental Exposures and Asthma in Active Duty Service Members.,0.8463,0.1537,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41278247,"Assessing Air Quality and Health Benefits of Enhanced Management of Forests, Shrublands, and Grasslands Against Wildfires in California.",PMID: 38225823,Biomarkers of the relationship of particulate matter exposure with the progression of chronic respiratory diseases.,0.8451,0.1549,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41278247,"Assessing Air Quality and Health Benefits of Enhanced Management of Forests, Shrublands, and Grasslands Against Wildfires in California.",PMID: 28782314,"Association of Environmental Factors, Prevalence of Asthma and Respiratory Morbidity in Mumbai: Need of a Public Health Policy.",0.825,0.175,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41278247,"Assessing Air Quality and Health Benefits of Enhanced Management of Forests, Shrublands, and Grasslands Against Wildfires in California.",PMID: 28125028,"Particulate Matter and Respiratory Symptoms among Adults Living in Windhoek, Namibia: A Cross Sectional Descriptive Study.",0.8249,0.1751,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,PMID: 39317692,Increasing temporal sensitivity of omics association studies with epigenome-wide distributed lag models.,0.9978,0.0022,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,PMID: 29212623,Intrauterine and Early Postnatal Exposure to Particulate Air Pollution and Kawasaki Disease: A Nationwide Longitudinal Survey in Japan.,0.9492,0.0508,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,PMID: 36574746,The association between ambient particulate matter exposure and the telomere-mitochondrial axis of aging in newborns.,0.9427,0.0573,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,PMID: 36313278,FUNCTION-ON-FUNCTION REGRESSION FOR THE IDENTIFICATION OF EPIGENETIC REGIONS EXHIBITING WINDOWS OF SUSCEPTIBILITY TO ENVIRONMENTAL EXPOSURES.,0.9185,0.0815,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270918,Long-term impact of oral gestational PM10 exposure on morris water maze performance and hippocampal gene expression.,PMID: 41717282,An exploratory analysis of miRNAs measured in placental tissue and their associations with prenatal exposure to household air pollution.,0.9183,0.0817,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270169,Critical windows of prenatal heat exposure and preterm birth: Metabolomic study in the Atlanta African American Maternal-Child Cohort.,PMID: 42065938,Maternal Heat Shock Protein as a Potential Biomarker of Adaptation to Heat Stress during Pregnancy and Its Relation to Preterm Birth.,0.8613,0.1387,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270169,Critical windows of prenatal heat exposure and preterm birth: Metabolomic study in the Atlanta African American Maternal-Child Cohort.,PMID: 37182780,Effects of gestational ambient extreme temperature exposures on the risk of preterm birth in China: A sibling-matched study based on a multi-center prospective cohort.,0.7848,0.2152,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270169,Critical windows of prenatal heat exposure and preterm birth: Metabolomic study in the Atlanta African American Maternal-Child Cohort.,PMID: 35194749,The Changing Climate and Pregnancy Health.,0.7799,0.2201,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270169,Critical windows of prenatal heat exposure and preterm birth: Metabolomic study in the Atlanta African American Maternal-Child Cohort.,PMID: 42154528,Impacts of the Pacific northwest heat dome on preterm birth rates in Oregon and Washington state.,0.7797,0.2203,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41270169,Critical windows of prenatal heat exposure and preterm birth: Metabolomic study in the Atlanta African American Maternal-Child Cohort.,PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,0.7786,0.2214,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41268976,Household air pollutant exposure and anemia prevalence among pregnant women in five countries of the West African Region.,PMID: 34139481,Exposure and perception of PM pollution on the mental stress of pregnant women. 2.5,0.6723,0.3277,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41268976,Household air pollutant exposure and anemia prevalence among pregnant women in five countries of the West African Region.,PMID: 35580681,Ethnic disparities in the association between ambient air pollution and risk for cardiometabolic abnormalities in China.,0.6635,0.3365,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41268976,Household air pollutant exposure and anemia prevalence among pregnant women in five countries of the West African Region.,PMID: 26919122,Social Isolation-Induced Territorial Aggression in Male Offspring Is Enhanced by Exposure to Diesel Exhaust during Pregnancy.,0.6518,0.3482,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41268976,Household air pollutant exposure and anemia prevalence among pregnant women in five countries of the West African Region.,PMID: 42117525,Prenatal Air Pollution Exposure During Late Pregnancy Associates With Food Sensitization at 18 Months.,0.643,0.357,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41268976,Household air pollutant exposure and anemia prevalence among pregnant women in five countries of the West African Region.,PMID: 38169488,Liquefied Petroleum Gas or Biomass Cooking and Severe Infant Pneumonia.,0.6371,0.3629,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41258812,Influence of environmental temperature on chest compression quality and rescuer physiological responses.,PMID: 41337320,A New Geospatial Index for Territorial Risk Stratification of Out-of-Hospital Cardiac Arrest During Heat Days.,0.9975,0.0025,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41258812,Influence of environmental temperature on chest compression quality and rescuer physiological responses.,PMID: 28181776,Cardiovascular adjustments to heat stress during prolonged exercise.,0.9972,0.0028,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41258812,Influence of environmental temperature on chest compression quality and rescuer physiological responses.,PMID: 40087302,Meta-analysis of heat-induced changes in cardiac function from over 400 laboratory-based heat exposure studies.,0.997,0.003,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41258812,Influence of environmental temperature on chest compression quality and rescuer physiological responses.,PMID: 36215393,Long-term epigenetic and metabolomic changes in the mouse ventricular myocardium after exertional heat stroke.,0.9969,0.0031,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41258812,Influence of environmental temperature on chest compression quality and rescuer physiological responses.,PMID: 28010814,Fire service instructor's undergarment choice to reduce Interleukin-6 and minimise physiological and perceptual strain.,0.9962,0.0038,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41252940,Prenatal and childhood exposure to mixtures of environmental chemicals and adolescence attentional problems: a triangulation study.,PMID: 31235847,Early pregnancy serum levels of perfluoroalkyl substances and risk of preeclampsia in Swedish women.,0.7063,0.2937,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41252940,Prenatal and childhood exposure to mixtures of environmental chemicals and adolescence attentional problems: a triangulation study.,PMID: 39681179,Maternal concentrations of perfluoroalkyl sulfonates and alterations in white matter microstructure in the developing brains of young children.,0.7012,0.2988,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41252940,Prenatal and childhood exposure to mixtures of environmental chemicals and adolescence attentional problems: a triangulation study.,PMID: 36162478,Gestational per- and polyfluoroalkyl substances exposure and infant body mass index trajectory in the New Hampshire Birth Cohort Study.,0.6963,0.3037,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41252940,Prenatal and childhood exposure to mixtures of environmental chemicals and adolescence attentional problems: a triangulation study.,PMID: 38387490,Prenatal exposure to per- and polyfluoroalkyl substances and child behavioral problems.,0.6892,0.3108,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41252940,Prenatal and childhood exposure to mixtures of environmental chemicals and adolescence attentional problems: a triangulation study.,PMID: 41314494,Pregnancy blood pressure trajectories in relation to high PFAS exposure: A longitudinal study from the Ronneby Mother-Child Cohort.,0.6888,0.3112,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41250012,Air pollution exposure and multimorbidity patterns: evidence from a national cohort study in China.,PMID: 40739968,Spatiotemporal associations between air pollution and emergency room visits for cardiovascular and cerebrovascular diseases in Korea using a multivariate graph autoencoder modeling approach: an ecological study.,0.893,0.107,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41250012,Air pollution exposure and multimorbidity patterns: evidence from a national cohort study in China.,PMID: 25471710,Association between atmospheric pollutants and hospital admissions in Lisbon.,0.8158,0.1842,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41250012,Air pollution exposure and multimorbidity patterns: evidence from a national cohort study in China.,PMID: 29147121,"Ambient air pollution and daily hospital admissions for cardiovascular diseases in Arak, Iran.",0.8126,0.1874,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41250012,Air pollution exposure and multimorbidity patterns: evidence from a national cohort study in China.,PMID: 41538185,Air Pollution and Cardiac Remodeling and Function in Patients With Breast Cancer.,0.8049,0.1951,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41250012,Air pollution exposure and multimorbidity patterns: evidence from a national cohort study in China.,PMID: 26298834,Association between long-term exposure to air pollution and mortality in France: A 25-year follow-up study.,0.8043,0.1957,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",PMID: 34802857,Extreme Heat and Cardiovascular Health: What a Cardiovascular Health Professional Should Know.,0.819,0.181,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",PMID: 25134988,Should electric fans be used during a heat wave?,0.7941,0.2059,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",PMID: 36231630,Influence of Heat Exposure on Motor Control Performance and Learning as Well as Physiological Responses to Visuomotor Accuracy Tracking Task.,0.7929,0.2071,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",PMID: 40009219,Effect of burn injury size on cardiovascular responses to exercise in the heat.,0.792,0.208,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",PMID: 40720198,Cardiac responses to environmental heat exposure in young and older adults.,0.7881,0.2119,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41240326,"Per- and Polyfluoroalkyl Substances Induce Cardiotoxicity and Alter Protein Profiles of Extracellular Matrix, Metabolism, and Mitochondrial Function in Human Cardiomyocytes.",PMID: 30631142,A transgenerational toxicokinetic model and its use in derivation of Minnesota PFOA water guidance.,0.7076,0.2924,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41240326,"Per- and Polyfluoroalkyl Substances Induce Cardiotoxicity and Alter Protein Profiles of Extracellular Matrix, Metabolism, and Mitochondrial Function in Human Cardiomyocytes.",PMID: 33333405,Prenatal exposure and transplacental transfer of perfluoroalkyl substance isomers in participants from the upper and lower reaches of the Yangtze River.,0.6782,0.3218,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41240326,"Per- and Polyfluoroalkyl Substances Induce Cardiotoxicity and Alter Protein Profiles of Extracellular Matrix, Metabolism, and Mitochondrial Function in Human Cardiomyocytes.",PMID: 41554909,Embryotoxicity and mixture effects of legacy PFAS in a human iPSC-based 3D model.,0.6694,0.3306,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41240326,"Per- and Polyfluoroalkyl Substances Induce Cardiotoxicity and Alter Protein Profiles of Extracellular Matrix, Metabolism, and Mitochondrial Function in Human Cardiomyocytes.",PMID: 38091497,Associations of a Prenatal Serum Per- and Polyfluoroalkyl Substance Mixture with the Cord Serum Metabolome in the HOME Study.,0.669,0.331,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41240326,"Per- and Polyfluoroalkyl Substances Induce Cardiotoxicity and Alter Protein Profiles of Extracellular Matrix, Metabolism, and Mitochondrial Function in Human Cardiomyocytes.",PMID: 40057105,Prenatal PFAS exposures and cardiometabolic health in middle childhood in the MIREC cohort.,0.6672,0.3328,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41237049,Short-term PM2.5 exposure and mortality in older adults with asthma in South Korea.,PMID: 38768355,Adopting electric school buses in the United States: Health and climate benefits.,0.841,0.159,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41237049,Short-term PM2.5 exposure and mortality in older adults with asthma in South Korea.,PMID: 38445892,Increasing Racial and Ethnic Disparities in Ambient Air Pollution-Attributable Morbidity and Mortality in the United States.,0.8266,0.1734,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41237049,Short-term PM2.5 exposure and mortality in older adults with asthma in South Korea.,PMID: 31787180,Association of emergency room visits for respiratory diseases with sources of ambient PM. 2.5,0.8135,0.1865,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41237049,Short-term PM2.5 exposure and mortality in older adults with asthma in South Korea.,PMID: 32958653,The 17-y spatiotemporal trend of PM and its mortality burden in China. 2.5,0.8044,0.1956,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41237049,Short-term PM2.5 exposure and mortality in older adults with asthma in South Korea.,PMID: 34175710,PM and water-soluble components induce airway fibrosis through TGF-β1/Smad3 signaling pathway in asthmatic rats. 2.5,0.8035,0.1965,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41236875,Effect of long-term heat strain on calcium signaling in the murine myocardium.,PMID: 37396980,Heat and the Heart.,0.876,0.124,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41236875,Effect of long-term heat strain on calcium signaling in the murine myocardium.,PMID: 41337320,A New Geospatial Index for Territorial Risk Stratification of Out-of-Hospital Cardiac Arrest During Heat Days.,0.836,0.164,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41236875,Effect of long-term heat strain on calcium signaling in the murine myocardium.,PMID: 28181776,Cardiovascular adjustments to heat stress during prolonged exercise.,0.8358,0.1642,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41236875,Effect of long-term heat strain on calcium signaling in the murine myocardium.,PMID: 40087302,Meta-analysis of heat-induced changes in cardiac function from over 400 laboratory-based heat exposure studies.,0.8357,0.1643,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41236875,Effect of long-term heat strain on calcium signaling in the murine myocardium.,PMID: 36215393,Long-term epigenetic and metabolomic changes in the mouse ventricular myocardium after exertional heat stroke.,0.8355,0.1645,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41232188,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,PMID: 38844213,Exposure to ambient air pollutants during circadian syndrome and subsequent cardiovascular disease and its subtypes and death: A trajectory analysis.,0.8611,0.1389,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41232188,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,PMID: 31802340,"Study on the association between ambient air pollution and daily cardiovascular death in Hefei, China.",0.8484,0.1516,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41232188,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,PMID: 41420191,Dissecting the pathogenic effects of ambient air pollution exposure and its blood DNA methylation markers on cardiovascular disease risk.,0.848,0.152,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41232188,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,PMID: 34677770,Effects of ambient air pollutants on hospital admissions and deaths for cardiovascular diseases: a time series analysis in Tehran.,0.7478,0.2522,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41232188,Integrative epidemiological and spatial multi-omics analyses reveal SPP1⁺ macrophages with senescence-like features as key mediators linking NO₂ exposure to coronary heart disease.,PMID: 40837958,Outdoor air pollution and hospitalizations for ischemic heart disease: a systematic review and meta-analysis.,0.7455,0.2545,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41228151,"Heat Tolerance in Older Adults: A Systematic Review of Thermoregulation, Vulnerability, Environmental Change, and Health Outcomes.",PMID: 42281774,Assessing Intraurban Variation in Heat-Attributable Health Burden to Inform Local Interventions.,0.9506,0.0494,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41228151,"Heat Tolerance in Older Adults: A Systematic Review of Thermoregulation, Vulnerability, Environmental Change, and Health Outcomes.",PMID: 41079625,Mortality risk and vulnerability to hot nights in mainland China.,0.9441,0.0559,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41228151,"Heat Tolerance in Older Adults: A Systematic Review of Thermoregulation, Vulnerability, Environmental Change, and Health Outcomes.",PMID: 42146004,"Health Risk Assessment of the Large-Scale Heat Waves - Northern China, 2023.",0.9212,0.0788,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41228151,"Heat Tolerance in Older Adults: A Systematic Review of Thermoregulation, Vulnerability, Environmental Change, and Health Outcomes.",PMID: 35726635,Association of Extreme Heat and Cardiovascular Mortality in the United States: A County-Level Longitudinal Analysis From 2008 to 2017.,0.9196,0.0804,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41228151,"Heat Tolerance in Older Adults: A Systematic Review of Thermoregulation, Vulnerability, Environmental Change, and Health Outcomes.",PMID: 38662866,Heat and Cardiovascular Mortality: An Epidemiological Perspective.,0.9134,0.0866,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41218337,"Effects of fine particulate matter air pollution on cardiovascular mortality in Dhaka, Bangladesh, from 2020 to 2024.",PMID: 32716950,Race or racial segregation? Modification of the PM2.5 and cardiovascular mortality association.,0.962,0.038,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41218337,"Effects of fine particulate matter air pollution on cardiovascular mortality in Dhaka, Bangladesh, from 2020 to 2024.",PMID: 28391149,Multi-organ toxicity induced by fine particulate matter PM in zebrafish (Danio rerio) model. 2.5,0.9379,0.0621,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41218337,"Effects of fine particulate matter air pollution on cardiovascular mortality in Dhaka, Bangladesh, from 2020 to 2024.",PMID: 38939589,Particulate Matter Air Pollution and Long-Term Outcomes in Patients Undergoing Percutaneous Coronary Intervention.,0.9378,0.0622,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41218337,"Effects of fine particulate matter air pollution on cardiovascular mortality in Dhaka, Bangladesh, from 2020 to 2024.",PMID: 32384920,Effects of coal-fired PM on the expression levels of atherosclerosis-related proteins and the phosphorylation level of MAPK in ApoE mice. 2.5 -/-,0.9377,0.0623,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41218337,"Effects of fine particulate matter air pollution on cardiovascular mortality in Dhaka, Bangladesh, from 2020 to 2024.",PMID: 37653149,Racial/ethnic disparities in PM-attributable cardiovascular mortality burden in the United States. 2.5,0.9375,0.0625,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41213520,Climate Change in Clinical Practice.,PMID: 38382997,"Extreme heat, pregnancy and women's well-being in Burkina Faso: an ethnographical study.",0.755,0.245,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41213520,Climate Change in Clinical Practice.,PMID: 40910152,"Pregnancy, placentas and smoke exposure: multiple understandings of pregnant embodiment during the 2019-2020 Australian bushfires.",0.7141,0.2859,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41213520,Climate Change in Clinical Practice.,PMID: 41627556,Temperature extremes and maternal health: differential risks of severe maternal morbidity during heatwaves and coldwaves in North Carolina.,0.6836,0.3164,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41213520,Climate Change in Clinical Practice.,PMID: 42445923,"Ambient temperature, rainfall, and adverse maternal and child health outcomes in Nigeria: evidence from a national cross-sectional study.",0.6815,0.3185,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41213520,Climate Change in Clinical Practice.,PMID: 41245745,"Emergency Department Utilization for Acute Myocardial Infarction, U.S., May-September 2018-2023.",0.6708,0.3292,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41209113,"Climate Change and Cardiovascular Health: Environmental Stressors, Mechanistic Insights, and Clinical Perspectives.",PMID: 42257353,[Global warming : a cardiovascular risk factor in it's own right].,0.9031,0.0969,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41209113,"Climate Change and Cardiovascular Health: Environmental Stressors, Mechanistic Insights, and Clinical Perspectives.",PMID: 39313942,Association of environmental and behavioural factors with cardiovascular disease mortality.,0.8896,0.1104,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41209113,"Climate Change and Cardiovascular Health: Environmental Stressors, Mechanistic Insights, and Clinical Perspectives.",PMID: 32824676,"The Interactive Effects between Particulate Matter and Heat Waves on Circulatory Mortality in Fuzhou, China.",0.8888,0.1112,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41209113,"Climate Change and Cardiovascular Health: Environmental Stressors, Mechanistic Insights, and Clinical Perspectives.",PMID: 38390226,Portable air cleaner use and biomarkers of inflammation: A systematic review and meta-analysis.,0.8694,0.1306,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41209113,"Climate Change and Cardiovascular Health: Environmental Stressors, Mechanistic Insights, and Clinical Perspectives.",PMID: 30193931,Role of Apparent Temperature and Air Pollutants in Hospital Admissions for Acute Myocardial Infarction in the North of Spain.,0.8476,0.1524,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202956,Placental gene expression of the AMPK signaling pathway in association with gestational exposure to ambient air pollution.,PMID: 40816673,Windows of susceptibility of prenatal and childhood exposure to air pollution and lung function at 6-8 years in the Spanish INMA (INfancia y Medio Ambiente) birth cohort.,0.7958,0.2042,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202956,Placental gene expression of the AMPK signaling pathway in association with gestational exposure to ambient air pollution.,PMID: 38580006,The association between PM components and blood pressure changes in late pregnancy: A combined analysis of traditional and machine learning models. 2.5,0.7799,0.2201,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202956,Placental gene expression of the AMPK signaling pathway in association with gestational exposure to ambient air pollution.,PMID: 40280264,"Prenatal exposure to fine particulate matter composition and risk of cerebral palsy: A population-based retrospective cohort study in Ontario, Canada.",0.7736,0.2264,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202956,Placental gene expression of the AMPK signaling pathway in association with gestational exposure to ambient air pollution.,PMID: 33248761,Associations between weekly air pollution exposure and congenital heart disease.,0.7498,0.2502,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202956,Placental gene expression of the AMPK signaling pathway in association with gestational exposure to ambient air pollution.,PMID: 36686387,Joint Exposure to Ambient Air Pollutants Might Elevate the Risk of Small for Gestational Age (SGA) Infants in Wuhan: Evidence From a Cross-Sectional Study.,0.7341,0.2659,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202605,Association between PM exposure with major adverse cardiovascular events and the modification of medical history and green space: A cohort study. 2.5,PMID: 40985289,Effects of ambient air pollutants and environmental greenness on the incidence of pre-/hypertension in children and adolescents.,0.8049,0.1951,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202605,Association between PM exposure with major adverse cardiovascular events and the modification of medical history and green space: A cohort study. 2.5,PMID: 35240186,Short-term exposure to traffic-related air pollution and STEMI events: Insights into STEMI onset and related cardiac impairment.,0.7836,0.2164,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202605,Association between PM exposure with major adverse cardiovascular events and the modification of medical history and green space: A cohort study. 2.5,PMID: 40537237,Mediating effect of the normalised difference vegetation index between PM and its components and cardiovascular disease: evidence from CHARLS. 2.5,0.7721,0.2279,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202605,Association between PM exposure with major adverse cardiovascular events and the modification of medical history and green space: A cohort study. 2.5,PMID: 37866598,Short-term effects of PM and its components exposure on endothelial function in Chinese elders. 2.5,0.7386,0.2614,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41202605,Association between PM exposure with major adverse cardiovascular events and the modification of medical history and green space: A cohort study. 2.5,PMID: 28735151,Do air pollution and neighborhood greenness exposures improve the predicted cardiovascular risk?,0.7385,0.2615,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41200148,The role of cardiovascular disease as a mediator in mitigating the impact of ambient PM on dementia risk. 2.5,PMID: 33039871,Atmospheric PM blocking up autophagic flux in HUVECs via inhibiting Sntaxin-17 and LAMP2. 2.5,0.9173,0.0827,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41200148,The role of cardiovascular disease as a mediator in mitigating the impact of ambient PM on dementia risk. 2.5,PMID: 32081898,World Trade Center-Cardiorespiratory and Vascular Dysfunction: Assessing the Phenotype and Metabolome of a Murine Particulate Matter Exposure Model.,0.9168,0.0832,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41200148,The role of cardiovascular disease as a mediator in mitigating the impact of ambient PM on dementia risk. 2.5,PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,0.9155,0.0845,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41200148,The role of cardiovascular disease as a mediator in mitigating the impact of ambient PM on dementia risk. 2.5,PMID: 42483592,Quantifying the Health Benefits Linked to Reduced Traffic-Related PM Exposure on Acute Coronary Syndrome Incidence in China. 2.5,0.9118,0.0882,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41200148,The role of cardiovascular disease as a mediator in mitigating the impact of ambient PM on dementia risk. 2.5,PMID: 30477320,Long-term exposure to air pollution raises circulating levels of proprotein convertase subtilisin/kexin type 9 in obese individuals.,0.9113,0.0887,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41188330,"The joint effects of multiple air pollutants, genetic susceptibility, and their interactions on incident cardiovascular disease, arrhythmia, and mortality.",PMID: 35648349,"Short-term exposure to six air pollutants and cause-specific cardiovascular mortality of nine counties or districts in Anhui Province, China.",0.8907,0.1093,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41188330,"The joint effects of multiple air pollutants, genetic susceptibility, and their interactions on incident cardiovascular disease, arrhythmia, and mortality.",PMID: 28702913,Time series analysis of ambient air pollution effects on daily mortality.,0.8726,0.1274,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41188330,"The joint effects of multiple air pollutants, genetic susceptibility, and their interactions on incident cardiovascular disease, arrhythmia, and mortality.",PMID: 30165598,Associations of Long-Term Exposure to Ultrafine Particles and Nitrogen Dioxide With Increased Incidence of Congestive Heart Failure and Acute Myocardial Infarction.,0.866,0.134,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41188330,"The joint effects of multiple air pollutants, genetic susceptibility, and their interactions on incident cardiovascular disease, arrhythmia, and mortality.",PMID: 34677770,Effects of ambient air pollutants on hospital admissions and deaths for cardiovascular diseases: a time series analysis in Tehran.,0.8239,0.1761,sampled similarity only; full pairwise skipped for 6155 records
